,PO No.,PO Item No.,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor Name,Manufacturer Part No.,Long Description,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,Region,score,path,desc,desc_words_short,desc_words_long,base_index,Unit Price
813280,4301067335,1,Free Carrier,11515220,"CALBRTR:TESTER/SIGNAL SOURCE,30V",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,FT51010-32,"TESTER: SIGNAL SOURCE,30V,PROCESS,W/ CALIBRATOR",2019-04-23,2.0,EA,22322.02,USD,41110000,Measuring instrument,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CALBRTR', 'TESTER', 'SIGNAL', 'SOURCE', '30V']","['TESTER', 'SIGNAL', 'SOURCE', '30V', 'PROCESS', 'W', 'CALIBRATOR']",813280,11161.01
854685,4301176373,2,Free Carrier,11512934,"ELMNT,FILTER:AIR,SQ,60.96CM,FBRGLASS",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1089836,"ELEMENT,FILTER: AIR,SQ,60.96CM,FIBERGLASS",2020-03-12,70.0,EA,25287.5,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'AIR', 'SQ', '60.96CM', 'FBRGLASS']","['ELEMENT', 'FILTER', 'AIR', 'SQ', '60.96CM', 'FIBERGLASS']",854685,361.25
830933,4301114128,10,Free Carrier,36500790757,"O-RNG:2-114,15.54MM,2.62MM,FKM,REPLACEME",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,999891C1,"O-RING: 2-114,15.54MM,2.62MM,FKM,REPLACEMENT",2019-08-28,2.0,EA,2.1,USD,31181506,O ring gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', '2', '114', '15.54MM', '2.62MM', 'FKM', 'REPLACEME']","['O', 'RING', '2', '114', '15.54MM', '2.62MM', 'FKM', 'REPLACEMENT']",830933,1.05
657615,4300603152,1,Free Carrier,11037192,"LUBRICANT:ANTI-SEIZE,GEL,NICKEL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,80-30549-100,"GREASE: ANTI-SEIZE,FORM: GEL,MATERIAL: NICKEL",2016-03-15,1.0,EA,35.87,USD,15121500,LUB preparations,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['LUBRICANT', 'ANTI', 'SEIZE', 'GEL', 'NICKEL']","['GREASE', 'ANTI', 'SEIZE', 'FORM', 'GEL', 'MATERIAL', 'NICKEL']",657615,35.87
809620,4301059182,1,Free Carrier,11037192,"LUBRICANT:ANTI-SEIZE,GEL,NICKEL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,80-30549-100,"GREASE: ANTI-SEIZE,FORM: GEL,MATERIAL: NICKEL",2019-04-01,4.0,EA,168.56,USD,15121500,LUB preparations,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['LUBRICANT', 'ANTI', 'SEIZE', 'GEL', 'NICKEL']","['GREASE', 'ANTI', 'SEIZE', 'FORM', 'GEL', 'MATERIAL', 'NICKEL']",809620,42.14
842291,4301143489,1,Free Carrier,11568922,"CPLG,SHFT:CUSHION,PUMP/MOTOR,LUBE",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1113391-2,"COUPLING,SHAFT: CUSHION,FLEXIBLE",2019-11-27,1.0,EA,697.35,USD,31163000,Couplings,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CPLG', 'SHFT', 'CUSHION', 'PUMP', 'MOTOR', 'LUBE']","['COUPLING', 'SHAFT', 'CUSHION', 'FLEXIBLE']",842291,697.35
842295,4301143489,5,Free Carrier,11568919,"ELMNT,HEATER",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,999271C1,"ELEMENT,HEATER",2019-11-27,1.0,EA,21.52,USD,40101830,Heater elements,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'HEATER']","['ELEMENT', 'HEATER']",842295,21.52
841882,4301142630,1,Free Carrier,11565697,"KIT:SHOCK GUARD COVER,F/ PANEL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1257381-900,"KIT: SHOCK GUARD COVER,PANEL",2019-11-25,2.0,EA,335.98,USD,23150000,Ind process EQPT,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['KIT', 'SHOCK', 'GUARD', 'COVER', 'F', 'PANEL']","['KIT', 'SHOCK', 'GUARD', 'COVER', 'PANEL']",841882,167.99
841883,4301142630,2,Free Carrier,11565697,"KIT:SHOCK GUARD COVER,F/ PANEL",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1257381-900,"KIT: SHOCK GUARD COVER,PANEL",2019-11-25,3.0,EA,503.97,USD,23150000,Ind process EQPT,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['KIT', 'SHOCK', 'GUARD', 'COVER', 'F', 'PANEL']","['KIT', 'SHOCK', 'GUARD', 'COVER', 'PANEL']",841883,167.99
796386,4301021028,3,Free Carrier,10051540,"ELEMENT,FLTR:PREFILTER,AIR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1039742,"FILTER,CARTRIDGE: PREFILTER,AIR",2018-12-18,24.0,EA,13624.8,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELEMENT', 'FLTR', 'PREFILTER', 'AIR']","['FILTER', 'CARTRIDGE', 'PREFILTER', 'AIR']",796386,567.6999999999999
854686,4301176373,3,Free Carrier,10051540,"ELMNT,FILTER:PREFILTER,AIR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1039742,"FILTER,CARTRIDGE: PREFILTER,AIR",2020-03-12,12.0,EA,7436.64,USD,40161500,Filters,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ELMNT', 'FILTER', 'PREFILTER', 'AIR']","['FILTER', 'CARTRIDGE', 'PREFILTER', 'AIR']",854686,619.72
700419,4300727960,4,From plant,10008033,"GROMMET:INSTRUMENTATION,20 TO 30 DIA X 2",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,124907-20,"GROMMET:0.965IN OD,6",2017-01-10,5.0,EA,120.0,USD,31162401,Grommets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GROMMET', 'INSTRUMENTATION', '20', 'TO', '30', 'DIA', 'X', '2']","['GROMMET', '0.965IN', 'OD', '6']",700419,24.0
788793,4301001115,1,Free Carrier,11199304,"CONTACTOR,MTR:",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,998724C1,CONTACTOR:F/ DC LUBRICATING OIL PUMP STR JUNCTION BOX,2018-10-22,1.0,EA,439.26,USD,39121529,Contactors,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CONTACTOR', 'MTR']","['CONTACTOR', 'F', 'DC', 'LUBRICATING', 'OIL', 'PUMP', 'STR', 'JUNCTION', 'BOX']",788793,439.26
820960,4301090352,1,Free Carrier,11199304,"CONTACTOR,MOTOR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,998724C1,CONTACTOR:F/ DC LUBRICATING OIL PUMP STR JUNCTION BOX,2019-06-27,5.0,EA,1983.55,USD,39121529,Contactors,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CONTACTOR', 'MOTOR']","['CONTACTOR', 'F', 'DC', 'LUBRICATING', 'OIL', 'PUMP', 'STR', 'JUNCTION', 'BOX']",820960,396.71
817862,4301080256,1,Free Carrier,11046743,"VLV,RELIEF:2IN,3IN",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,120485-102,"VALVE,RELIEF: 2 X 3IN,PRESSURE",2019-05-29,1.0,EA,7129.49,USD,40141606,Relief valves,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['VLV', 'RELIEF', '2IN', '3IN']","['VALVE', 'RELIEF', '2', 'X', '3IN', 'PRESSURE']",817862,7129.49
803603,4301042797,1,Free Carrier,11516983,"DUCT,CTD:SQ,74 X 44 X 27FT,FLEXIBLE CLOT",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,AX-8310-100,"DUCT,COATED: SQUARE,74 X 44 X 27FT,FLEXIBLE CLOTH",2019-02-14,3.0,EA,14604.96,USD,40141900,Ducts,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['DUCT', 'CTD', 'SQ', '74', 'X', '44', 'X', '27FT', 'FLEXIBLE', 'CLOT']","['DUCT', 'COATED', 'SQUARE', '74', 'X', '44', 'X', '27FT', 'FLEXIBLE', 'CLOTH']",803603,4868.32
842298,4301143489,8,Free Carrier,11568912,"BREAKER,CIRCUIT:250 V,2 POLE,50A",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,995907C1,"BREAKER,CIRCUIT: 2 POLE,250V,50AA",2019-11-27,1.0,EA,838.66,USD,39121601,Circuit breakers,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['BREAKER', 'CIRCUIT', '250', 'V', '2', 'POLE', '50A']","['BREAKER', 'CIRCUIT', '2', 'POLE', '250V', '50AA']",842298,838.66
859845,4301191107,1,Free Carrier,36029146,"BOLT,MACHINE:HEX HD,3/8IN DIA,UNC,1-3/4I",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,908740C1,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,UNC,1-3/4IN LG,GR B6,2/PACK",2020-05-06,2.0,EA,4.0,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', 'UNC', '1', '3', '4I']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', 'UNC', '1', '3', '4IN', 'LG', 'GR', 'B6', '2', 'PACK']",859845,2.0
866894,4301212358,1,Free Carrier,36029146,"BOLT,MACHINE:HEX HD,3/8IN DIA,UNC,1-3/4I",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,908740C1,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,UNC,1-3/4IN LG,GR B6,2/PACK",2020-08-19,4.0,PH,8.0,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', 'UNC', '1', '3', '4I']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', 'UNC', '1', '3', '4IN', 'LG', 'GR', 'B6', '2', 'PACK']",866894,2.0
875446,4301234606,4,Free Carrier,36029146,"BOLT,MACHINE:HEX HD,3/8IN DIA,UNC,1-3/4I",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,908740C1,"BOLT,MACHINE: HEXAGONAL HD,3/8IN DIA,UNC,1-3/4IN LG,GR B6,2/PACK",2021-01-07,4.0,PH,7.84,USD,31161600,Bolts,Ordered,AGT,0.9,[1.1.1],m_p,"['BOLT', 'MACHINE', 'HEX', 'HD', '3', '8IN', 'DIA', 'UNC', '1', '3', '4I']","['BOLT', 'MACHINE', 'HEXAGONAL', 'HD', '3', '8IN', 'DIA', 'UNC', '1', '3', '4IN', 'LG', 'GR', 'B6', '2', 'PACK']",875446,1.96
818629,4301082195,1,Free Carrier,494365,"ASSEMBLY,CABLE:COMM,Y-TAP",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1046415-100,"CABLE,DATA/COMMUNICATION: Y-TAP",2019-06-04,1.0,EA,113.09,USD,39121703,Cable ties,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ASSEMBLY', 'CABLE', 'COMM', 'Y', 'TAP']","['CABLE', 'DATA', 'COMMUNICATION', 'Y', 'TAP']",818629,113.09
832939,4301118721,1,Free Carrier,11139754,"CYL:COMPRESSED GAS,CO2,100LB",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1052743,"CYLINDER: COMPRESSED GAS,100 LBS CAPACITY,GAS TYPE: CARBON DIOXIDE",2019-09-11,1.0,EA,2986.42,USD,24111802,Air/gas tanks,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CYL', 'COMPRESSED', 'GAS', 'CO2', '100LB']","['CYLINDER', 'COMPRESSED', 'GAS', '100', 'LBS', 'CAPACITY', 'GAS', 'TYPE', 'CARBON', 'DIOXIDE']",832939,2986.42
841283,4301141416,1,Free Carrier,11139754,"CYL:COMPRESSED GAS,CO2,100LB",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1052743,"CYLINDER: COMPRESSED GAS,100 LBS CAPACITY,GAS TYPE: CARBON DIOXIDE",2019-11-20,2.0,EA,5972.84,USD,24111802,Air/gas tanks,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CYL', 'COMPRESSED', 'GAS', 'CO2', '100LB']","['CYLINDER', 'COMPRESSED', 'GAS', '100', 'LBS', 'CAPACITY', 'GAS', 'TYPE', 'CARBON', 'DIOXIDE']",841283,2986.42
841284,4301141416,2,Free Carrier,11139754,"CYL:COMPRESSED GAS,CO2,100LB",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1052743,"CYLINDER: COMPRESSED GAS,100 LBS CAPACITY,GAS TYPE: CARBON DIOXIDE",2019-11-20,1.0,EA,2986.42,USD,24111802,Air/gas tanks,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['CYL', 'COMPRESSED', 'GAS', 'CO2', '100LB']","['CYLINDER', 'COMPRESSED', 'GAS', '100', 'LBS', 'CAPACITY', 'GAS', 'TYPE', 'CARBON', 'DIOXIDE']",841284,2986.42
830934,4301114128,11,Free Carrier,36500878649,"ACTUATOR:OPEN, ROTARY, CLOSED",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,186648-3,"ACTUATOR: OPEN, ROTARY, CLOSED",2019-08-28,2.0,EA,1276.62,USD,31251500,Actuators,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['ACTUATOR', 'OPEN', 'ROTARY', 'CLOSED']","['ACTUATOR', 'OPEN', 'ROTARY', 'CLOSED']",830934,638.31
606591,4300479302,2,Free Carrier,36024357,"LIGHT FIXTURE,INDICATING:PILOT,AMBER",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1008647,"FIXTURE,LIGHT: INDICATING,PILOT,AMBER",2015-07-27,2.0,EA,417.86,USD,39111500,General lighting,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['LIGHT', 'FIXTURE', 'INDICATING', 'PILOT', 'AMBER']","['FIXTURE', 'LIGHT', 'INDICATING', 'PILOT', 'AMBER']",606591,208.93
841248,4301141347,1,Free Carrier,11523978,"O-RNG:R239,VITON,3-7/8IN OD,1/8IN THK,3-",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,903251C1,"O-RING: R239,3-5/8IN ID,1/8IN THK,VITON,SAE,NOMINAL OUTSIDE DIAMETER: 3-7/8IN OD",2019-11-20,6.0,EA,11.1,USD,31181506,O ring gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'R239', 'VITON', '3', '7', '8IN', 'OD', '1', '8IN', 'THK', '3']","['O', 'RING', 'R239', '3', '5', '8IN', 'ID', '1', '8IN', 'THK', 'VITON', 'SAE', 'NOMINAL', 'OUTSIDE', 'DIAMETER', '3', '7', '8IN', 'OD']",841248,1.8499999999999999
813380,4301067813,5,Free Carrier,11047481,"PACKING:GLND,KLINGER 12",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,172525-2,"PACKING: GLAND,OIL DRAIN,KLINGER 12",2019-10-09,8.0,PH,121.44,USD,31181701,Packings,Ordered,AGT,0.9,[1.1.1],m_p,"['PACKING', 'GLND', 'KLINGER', '12']","['PACKING', 'GLAND', 'OIL', 'DRAIN', 'KLINGER', '12']",813380,15.18
647901,4300571099,2,From plant,11059759,RESISTOR:+OR-5PCT,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,908727C1,RESISTOR: +/-5 PCT,2016-01-06,20.0,EA,30.6,USD,32121600,Resistors,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['RESISTOR', '+OR', '5PCT']","['RESISTOR', '+', '5', 'PCT']",647901,1.53
808556,4301056402,1,Free Carrier,10051258,"PUMP:LUBE OIL,5HP,W/ MOTOR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1037996-201,"PUMP,CENTRIFUGAL: SUBMERGED,LUBE OIL,DRIVER: 5HP MOTOR",2019-03-25,1.0,EA,60877.92,USD,23153100,Industrial equipment,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['PUMP', 'LUBE', 'OIL', '5HP', 'W', 'MOTOR']","['PUMP', 'CENTRIFUGAL', 'SUBMERGED', 'LUBE', 'OIL', 'DRIVER', '5HP', 'MOTOR']",808556,60877.92
804334,4301045046,1,Free Carrier,11210888,KIT:HAND TOOL,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,FT67066-101,KIT: HAND TOOL,2019-02-21,2.0,EA,18208.12,USD,23150000,Ind process EQPT,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['KIT', 'HAND', 'TOOL']","['KIT', 'HAND', 'TOOL']",804334,9104.06
848412,4301159244,1,Free Carrier,11210888,KIT:HAND TOOL,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,FT67066-101,KIT: HAND TOOL,2020-01-21,1.0,EA,9104.06,USD,23150000,Ind process EQPT,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['KIT', 'HAND', 'TOOL']","['KIT', 'HAND', 'TOOL']",848412,9104.06
852387,4301170300,3,Free Carrier,11210888,KIT:HAND TOOL,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,FT67066-101,KIT: HAND TOOL,2020-02-23,1.0,EA,9104.06,USD,23150000,Ind process EQPT,Ordered,AGT,0.9,[1.1.1],m_p,"['KIT', 'HAND', 'TOOL']","['KIT', 'HAND', 'TOOL']",852387,9104.06
867049,4301213639,1,Free Carrier,11210888,KIT:HAND TOOL,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,FT67066-101,KIT: HAND TOOL,2020-08-27,1.0,EA,9104.06,USD,23150000,Ind process EQPT,Ordered,AGT,0.9,[1.1.1],m_p,"['KIT', 'HAND', 'TOOL']","['KIT', 'HAND', 'TOOL']",867049,9104.06
867625,4301215151,1,Free Carrier,11596544,"TORCH:DUAL FUEL,IGNITION",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,300589-1204,"TORCH: DUAL FUEL,IGNITION",2020-09-07,1.0,EA,6153.91,USD,23271707,Gas weld/braze/cut,Ordered,AGT,0.9,[1.1.1],m_p,"['TORCH', 'DUAL', 'FUEL', 'IGNITION']","['TORCH', 'DUAL', 'FUEL', 'IGNITION']",867625,6153.91
867626,4301215151,2,Free Carrier,36500878610,"TRANSMITTER,PRES:800 PSI",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1052168-15,"TRANSMITTER,PRESSURE: 800 PSI",2020-09-07,1.0,EA,1917.46,USD,41112410,Pressure transmitter,Ordered,AGT,0.9,[1.1.1],m_p,"['TRANSMITTER', 'PRES', '800', 'PSI']","['TRANSMITTER', 'PRESSURE', '800', 'PSI']",867626,1917.46
868110,4301216294,1,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-09-14,2.0,EA,47.16,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",868110,23.58
868228,4301217210,2,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-09-18,8.0,EA,188.64,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",868228,23.58
870629,4301223936,1,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-10-29,15.0,EA,353.7,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",870629,23.58
870630,4301223936,2,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-10-29,12.0,EA,282.96,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",870630,23.58
871021,4301224756,3,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-11-03,15.0,EA,353.7,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",871021,23.58
871022,4301224756,4,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-11-03,12.0,EA,282.96,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",871022,23.58
874080,4301230702,2,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-12-10,9.0,EA,216.54,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",874080,24.06
874423,4301231864,1,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2020-12-17,6.0,EA,144.36,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",874423,24.060000000000002
875904,4301235226,8,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2021-01-11,4.0,EA,96.24,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",875904,24.06
877717,4301238907,8,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2021-02-01,3.0,EA,70.74,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",877717,23.58
878624,4301240618,1,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2021-02-10,2.0,EA,47.16,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",878624,23.58
879739,4301242281,2,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2021-02-22,1.0,EA,23.58,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",879739,23.58
880400,4301243804,2,Free Carrier,36024370,O-RNG:RBR,SOLAR TURBINES,SOLAR TURBINES EUROPE SA,993359C1,O-RING: RUBBER,2021-03-03,1.0,EA,23.58,USD,31181506,O ring gaskets,Ordered,AGT,0.9,[1.1.1],m_p,"['O', 'RNG', 'RBR']","['O', 'RING', 'RUBBER']",880400,23.58
870314,4301222809,1,Free Carrier,483188,"ACTUATOR,ELEC:LINEAR",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1119585-700,"ACTUATOR,ELECTRIC: LINEAR",2020-10-22,1.0,EA,14501.63,USD,31251500,Actuators,Ordered,AGT,0.9,[1.1.1],m_p,"['ACTUATOR', 'ELEC', 'LINEAR']","['ACTUATOR', 'ELECTRIC', 'LINEAR']",870314,14501.63
870635,4301223938,1,Free Carrier,11024897,"SEAL:SOLAR TURBINES,1/4IN WD,METALLIC",CATERPILLAR,SOLAR TURBINES EUROPE SA,912740C1,"SEAL: SOLAR TURBINES,1/4IN WD,METALLIC",2020-10-29,1.0,EA,18.42,USD,31181600,Seals,Ordered,AGT,0.9,[1.1.1],m_p,"['SEAL', 'SOLAR', 'TURBINES', '1', '4IN', 'WD', 'METALLIC']","['SEAL', 'SOLAR', 'TURBINES', '1', '4IN', 'WD', 'METALLIC']",870635,18.42
874439,4301231881,9,Free Carrier,11024897,"SEAL:SOLAR TURBINES,1/4IN WD,METALLIC",CATERPILLAR,SOLAR TURBINES EUROPE SA,912740C1,"SEAL: SOLAR TURBINES,1/4IN WD,METALLIC",2020-12-17,3.0,EA,55.26,USD,31181600,Seals,Ordered,AGT,0.9,[1.1.1],m_p,"['SEAL', 'SOLAR', 'TURBINES', '1', '4IN', 'WD', 'METALLIC']","['SEAL', 'SOLAR', 'TURBINES', '1', '4IN', 'WD', 'METALLIC']",874439,18.419999999999998
677638,4300661926,1,Free Carrier,11046082,"GASKET,SPWD:1IN PIPE,CLASS 150",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017890,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",2016-08-02,10.0,EA,68.7,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'SPWD', '1IN', 'PIPE', 'CLASS', '150']","['GASKET', 'SPIRAL', 'WOUND', '1IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', '304', 'STAINLESS', 'STEEL', 'INNER', 'RING', 'FACE', 'RAISED', 'FACE']",677638,6.87
774033,4300952877,1,Free Carrier,11046082,"GASKET,SPWD:1IN PIPE,CLASS 150",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017890,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",2018-06-20,4.0,EA,28.8,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'SPWD', '1IN', 'PIPE', 'CLASS', '150']","['GASKET', 'SPIRAL', 'WOUND', '1IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', '304', 'STAINLESS', 'STEEL', 'INNER', 'RING', 'FACE', 'RAISED', 'FACE']",774033,7.2
813441,4301068248,1,Free Carrier,11046082,"GASKET,SPWD:1IN PIPE,CLASS 150",SOLAR TURBINES,SOLAR TURBINES EUROPE SA,1017890,"GASKET,SPIRAL WOUND: 1IN PIPE,CLASS 150,304 STAINLESS STEEL OUTER RING,304 STAINLESS STEEL WINDING,304 STAINLESS STEEL INNER RING,FACE: RAISED FACE",2019-04-25,3.0,EA,21.6,USD,31181500,Gaskets,Transaction Completed,AGT,0.9,[1.1.1],m_p,"['GASKET', 'SPWD', '1IN', 'PIPE', 'CLASS', '150']","['GASKET', 'SPIRAL', 'WOUND', '1IN', 'PIPE', 'CLASS', '150', '304', 'STAINLESS', 'STEEL', 'OUTER', 'RING', '304', 'STAINLESS', 'STEEL', 'WINDING', '304', 'STAINLESS', 'STEEL', 'INNER', 'RING', 'FACE', 'RAISED', 'FACE']",813441,7.2
