,PO No.,PO Item No.,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor Name,Manufacturer Part No.,Long Description,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,Region,sim_score,path,desc_from,desc_words_short,desc_words_long,Unit Price
526902,4301090906,1,Free Carrier,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Lubricants UK Limited,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2019-06-28,6,EA,532.43,USD,12181600,Oils,Transaction Completed,UKS,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",88.73833333333333
528449,4301099866,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Lubricants UK Limited,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2019-07-26,6,EA,524.98,USD,12181600,Oils,Transaction Completed,UKS,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",87.49666666666667
620960,4300483616,1,From plant,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2015-07-27,4,EA,801.4,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
633809,4300530375,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2015-10-08,6,EA,1202.1,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
634290,4300532721,1,Not assigned,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2015-10-13,10,EA,2003.5,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
650914,4300581167,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-01-27,5,EA,1001.75,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
653092,4300587860,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-02-09,10,EA,2003.5,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
655135,4300594603,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-02-24,10,EA,2003.5,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
656604,4300599448,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-03-07,5,EA,1001.75,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
657123,4300601178,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-03-10,5,EA,1001.75,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
657868,4300602973,1,DAP,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-03-15,11,EA,2203.85,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
659270,4300608558,1,"Costs, Insurance & Freight",36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-03-29,2,EA,400.7,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
672421,4300648195,1,Free Carrier,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Munasib Senaye Techizat Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-06-30,5,EA,1120.15,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",224.03000000000003
682234,4300674935,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-09-01,7,EA,1402.45,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
692309,4300701266,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-11-02,10,EA,2003.5,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
696113,4300712096,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-11-29,12,EA,2404.2,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
699420,4300722395,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2016-12-22,6,EA,1202.1,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
704097,4300738148,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-02-01,10,EA,2003.5,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
712657,4300763693,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-04-02,2,EA,400.7,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
721473,4300786701,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-05-27,1,EA,200.35,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
723980,4300792770,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-06-10,30,EA,6010.5,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
724572,4300793590,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-06-13,5,EA,1001.75,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
727600,4300800562,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-06-29,4,EA,801.4,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
735168,4300830268,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-08-21,5,EA,1001.75,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
735660,4300831412,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-08-23,2,EA,400.7,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
741865,4300849026,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-10-03,5,EA,1001.75,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
745722,4300860417,6,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-10-30,10,EA,2003.5,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",200.35
750053,4300873312,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2017-11-30,10,EA,1803.1,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
756163,4300891745,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-01-17,4,EA,721.24,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
756884,4300895342,3,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-01-25,4,EA,721.24,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
758659,4300901532,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-02-08,6,EA,1081.86,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.30999999999997
767532,4300928270,1,From plant,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,NOW Netherlands BV,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-04-18,9,EA,4218.23,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",468.6922222222222
767643,4300928742,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-04-19,3,EA,540.93,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.30999999999997
767884,4300929263,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-04-20,3,EA,540.93,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.30999999999997
768946,4300932340,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-04-28,2,EA,360.62,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
772548,4300943506,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-05-25,5,EA,901.55,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
777332,4300958257,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-07-04,5,EA,901.55,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
777789,4300959579,3,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-07-09,10,EA,1803.1,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
778438,4300961709,6,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-07-13,2,EA,360.62,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
779660,4300965411,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-07-24,3,EA,540.93,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.30999999999997
783712,4300982437,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-08-28,9,EA,1622.79,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
787109,4300991015,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-09-21,2,EA,360.62,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
790180,4300999312,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-10-16,5,EA,901.55,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
790181,4300999312,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-10-16,12,EA,2163.72,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.30999999999997
791272,4301003107,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-10-26,2,EA,360.62,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
793669,4301008503,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-11-12,8,EA,1442.48,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
794757,4301011000,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-11-19,5,EA,901.55,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
797117,4301017674,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2018-12-08,2,EA,360.62,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
802097,4301033601,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2019-01-23,5,EA,901.55,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
813830,4301063429,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2019-04-11,19,EA,3425.89,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
858276,4301178583,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2020-03-19,1,EA,180.31,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
865469,4301199835,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2020-06-15,6,EA,1081.86,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.30999999999997
866238,4301202814,2,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2020-06-29,10,EA,1803.1,USD,12181600,Oils,Transaction Completed,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
869233,4301210675,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2020-08-10,5,EA,901.55,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
869918,4301213737,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2020-08-27,20,EA,3606.2,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
870071,4301214131,1,Delivered Duty Paid,36120257,"OIL:TURBINE,TURBO-K,20L CAN",Not Assigned,Petrochem Group Ltd,#,"OIL,INDUSTRIAL: TURBINE,TURBO-K,20L CAN",2020-08-31,10,EA,1803.1,USD,12181600,Oils,Ordered,AGT,0.9,[1.3.2],m_p,"['OIL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']","['OIL', 'INDUSTRIAL', 'TURBINE', 'TURBO', 'K', '20L', 'CAN']",180.31
