,PO No.,PO Item No.,Incoterms Name,Material/Service No.,PO Item Description,Manufacturer Name,Vendor Name,Manufacturer Part No.,Long Description,PO Item Creation Date,PO Item Quantity,PO Item Quantity Unit,PO Item Value (GC),PO Item Value (GC) Unit,Product Category,Product Category Description,PO Status Name,Region,sim_score,path,desc_from,desc_words_short,desc_words_long,Unit Price
544807,4301213915,1,Free Carrier,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-08-28,9,EA,440.19,USD,12181600,Oils,Transaction Completed,UKS,0.9,[1.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.91
545038,4301215494,1,DAP,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-09-09,10,EA,489.1,USD,12181600,Oils,Ordered,UKS,0.9,[1.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.910000000000004
550341,4301241355,1,Free Carrier,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2021-02-15,5,EA,244.55,USD,12181600,Oils,Ordered,UKS,0.9,[1.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",48.910000000000004
554163,4301258348,2,Free Carrier,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2021-06-08,3,EA,157.04,USD,12181600,Oils,Ordered,UKS,0.9,[1.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",52.346666666666664
554407,4301259994,1,Free Carrier,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2021-06-20,4,EA,209.39,USD,12181600,Oils,Ordered,UKS,0.9,[1.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",52.3475
554664,4301261336,2,Free Carrier,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,Lubricants UK Limited,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2021-06-29,4,EA,209.39,USD,12181600,Oils,Ordered,UKS,0.9,[1.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",52.3475
332887,4301245847,1,DAP,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,BP LUBRICANTS USA INC,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2021-03-16,2,EA,134.64,USD,12181600,Oils,Ordered,GOM,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",67.32
334017,4301249374,2,DAP,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,BP LUBRICANTS USA INC,1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2021-04-08,9,EA,605.88,USD,12181600,Oils,Ordered,GOM,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",67.32
591723,4301215365,1,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-09-08,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
591724,4301215365,2,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-09-08,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592966,4301224130,1,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,2,EA,292.8,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592968,4301224130,2,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,2,EA,292.8,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592969,4301224130,3,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592970,4301224130,4,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592971,4301224130,5,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592972,4301224130,6,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592974,4301224130,8,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
592975,4301224130,9,Delivered Duty Paid,11052851,"OIL:EXTREME PRESSURE,INDUST,MINERAL,ALPH",CASTROL,"CLASSITRADE - COMERCIO E SERVIÇOS,",1443AA,"OIL: EXTREME PRESSURE,INDUSTRIAL,MINERAL,ALPHA SP 220,18.7 SQMM/SECOND AT 100 DEG C/220 SQMM/SECOND AT 40 DEG C,ISO VG 220,5 GAL BUCKET,AMBER,LIGHT BROWN,DENSITY: 890 KG/M3 AT 15 DEG C,FLASH POINT: 225 DEG C,FORM: LIQUID,POUR POINT: -15 DEG C,VISCOSITY INDEX: GREATER THAN 95",2020-10-29,1,EA,146.4,USD,12181600,Oils,Ordered,ANG,0.9,[2.1.1],m_p,"['OIL', 'EXTREME', 'PRESSURE', 'INDUST', 'MINERAL', 'ALPH']","['OIL', 'EXTREME', 'PRESSURE', 'INDUSTRIAL', 'MINERAL', 'ALPHA', 'SP', '220', '18.7', 'SQMM', 'SECOND', 'AT', '100', 'DEG', 'C', '220', 'SQMM', 'SECOND', 'AT', '40', 'DEG', 'C', 'ISO', 'VG', '220', '5', 'GAL', 'BUCKET', 'AMBER', 'LIGHT', 'BROWN', 'DENSITY', '890', 'KG', 'M3', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '225', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '15', 'DEG', 'C', 'VISCOSITY', 'INDEX', 'GREATER', 'THAN', '95']",146.4
877708,4301232695,1,Delivered Duty Paid,11051839,"OIL:INDUST,CRB MULTI 15W-40 CI-4/E7,106.",CASTROL,Petrochem Group Ltd,15BA1D,"OIL: INDUSTRIAL,CRB MULTI 15W-40 CI-4/E7,106.4 CST AT 40 DEG C/14.4 CST AT 100 DEG C,15W40,208 L,LIGHT AMBER,DENSITY: 0.88 G/ML AT 15 DEG C,FLASH POINT: 224 DEG C,FORM: LIQUID,POUR POINT: -42 DEG C,VISCOSITY INDEX: 139",2020-12-22,6,EA,4412.22,USD,15121501,Engine oil,Ordered,AGT,0.9,[1.1.1],m_p,"['OIL', 'INDUST', 'CRB', 'MULTI', '15W', '40', 'CI', '4', 'E7', '106.']","['OIL', 'INDUSTRIAL', 'CRB', 'MULTI', '15W', '40', 'CI', '4', 'E7', '106.4', 'CST', 'AT', '40', 'DEG', 'C', '14.4', 'CST', 'AT', '100', 'DEG', 'C', '15W40', '208', 'L', 'LIGHT', 'AMBER', 'DENSITY', '0.88', 'G', 'ML', 'AT', '15', 'DEG', 'C', 'FLASH', 'POINT', '224', 'DEG', 'C', 'FORM', 'LIQUID', 'POUR', 'POINT', '42', 'DEG', 'C', 'VISCOSITY', 'INDEX', '139']",735.37
